cosmx_threshold,f1_gain,f1_loss,f1_mean,accuracy_3class
0.035684,0.5891472868217055,0.13533834586466165,0.36224281634318356,0.8535309503051438
0.050281,0.5546218487394958,0.16981132075471697,0.3622165847471064,0.8770706190061028
0.050376,0.5546218487394958,0.16981132075471697,0.3622165847471064,0.8770706190061028
0.066745,0.5137614678899083,0.21052631578947367,0.362143891839691,0.9014821272885789
0.010886,0.63,0.09424083769633508,0.36212041884816754,0.7846556233653008
0.01092,0.63,0.09424083769633508,0.36212041884816754,0.7846556233653008
0.01054,0.63,0.09326424870466321,0.3616321243523316,0.7829119442022667
0.064134,0.5225225225225225,0.2,0.36126126126126124,0.8979947689625108
0.064528,0.5225225225225225,0.2,0.36126126126126124,0.8979947689625108
0.056465,0.5263157894736842,0.1956521739130435,0.3609839816933638,0.8884045335658239
0.050079,0.5546218487394958,0.16666666666666666,0.36064425770308123,0.8753269398430689
0.010314,0.6268656716417911,0.09326424870466321,0.36006496017322714,0.7820401046207498
0.063424,0.5225225225225225,0.19753086419753085,0.3600266933600267,0.8971229293809939
0.056378,0.5263157894736842,0.1935483870967742,0.35993208828522916,0.8875326939843069
0.049657,0.5546218487394958,0.1651376146788991,0.35987973170919746,0.8744551002615518
0.049134,0.5546218487394958,0.16363636363636364,0.3591291061879297,0.8735832606800349
0.010048,0.6237623762376238,0.09326424870466321,0.3585133124711435,0.7811682650392328
0.010226,0.6237623762376238,0.09326424870466321,0.3585133124711435,0.7811682650392328
0.048856,0.5546218487394958,0.16216216216216217,0.358392005450829,0.8727114210985178
0.036965,0.578125,0.13846153846153847,0.3582932692307692,0.8552746294681779
0.048057,0.5546218487394958,0.16071428571428573,0.35766806722689076,0.8718395815170009
0.048345,0.5546218487394958,0.16071428571428573,0.35766806722689076,0.8718395815170009
0.062629,0.5225225225225225,0.1927710843373494,0.35764680342993593,0.8953792502179599
0.063022,0.5225225225225225,0.1927710843373494,0.35764680342993593,0.8953792502179599
0.055661,0.5217391304347826,0.1935483870967742,0.35764375876577836,0.8866608544027899
0.056166,0.5217391304347826,0.1935483870967742,0.35764375876577836,0.8866608544027899
0.051158,0.5423728813559322,0.17142857142857143,0.3569007263922518,0.8770706190061028
0.051871,0.5423728813559322,0.17142857142857143,0.3569007263922518,0.8770706190061028
0.009945,0.6206896551724138,0.09278350515463918,0.3567365801635265,0.7794245858761988
0.010005,0.6206896551724138,0.09278350515463918,0.3567365801635265,0.7794245858761988
