snpatho_threshold,auc_gain,auc_loss,auc_mean,n_truth_gain,n_truth_loss
0.007787,0.899186961914938,0.9008712969878019,0.9000291294513699,166,117
0.0147,0.9364226304725346,0.8635085222459422,0.8999655763592385,105,54
0.023623,0.9697761312181374,0.8301197779725387,0.899947954595338,58,6
0.014719,0.9362792006754854,0.8635085222459422,0.8998938614607138,102,54
0.007108,0.8942807321411852,0.9053776908023483,0.8998292114717668,176,125
0.00709,0.8942807321411852,0.9053604464965875,0.8998205893188864,176,126
0.018878,0.9595836031757454,0.840051059879313,0.8998173315275292,78,23
0.007926,0.9008825526137135,0.8987276710481967,0.8998051118309551,165,115
0.009121,0.8978230804010745,0.9017543859649122,0.8997887331829933,151,102
0.009192,0.8978230804010745,0.9017543859649122,0.8997887331829933,151,102
0.015044,0.9363385766057521,0.8631358249772105,0.8997372007914813,99,50
0.009418,0.8989523809523808,0.9004260158840312,0.899689198418206,147,99
0.009465,0.8989523809523808,0.9004260158840312,0.899689198418206,147,99
0.009107,0.8980759058450145,0.9012480005951716,0.8996619532200931,152,103
0.007595,0.8976047904191616,0.9016774024785011,0.8996410964488314,167,119
0.008574,0.899581137168029,0.8996364025237943,0.8996087698459116,159,108
0.007287,0.8939355992844367,0.9052575584349595,0.899596578859698,172,123
0.014738,0.9356530299301441,0.8635085222459422,0.8995807760880432,101,54
0.014789,0.9356530299301441,0.8635085222459422,0.8995807760880432,101,54
0.01577,0.9438391381526595,0.8551119177253479,0.8994755279390036,93,45
0.007862,0.899186961914938,0.8996789190273923,0.8994329404711652,166,116
0.00788,0.899186961914938,0.8996789190273923,0.8994329404711652,166,116
0.014266,0.929951473759885,0.8688784863166165,0.8994149800382507,107,56
0.019022,0.9595836031757454,0.8391919191919193,0.8993877611838323,78,22
0.007947,0.9008825526137135,0.897734413478032,0.8993084830458727,165,114
0.009467,0.8981703228278569,0.9004260158840312,0.8992981693559441,146,99
0.014338,0.9296032479654904,0.8688784863166165,0.8992408671410534,106,56
0.007333,0.8932209280030678,0.9052575584349595,0.8992392432190137,171,123
0.007344,0.8932209280030678,0.9052575584349595,0.8992392432190137,171,123
0.007629,0.8976047904191616,0.9008416926092471,0.8992232415142043,167,118
